Measurement,Measurement Period,Conductance,Temperature,Sample ID,Plant Number,Trail,Treatment,Plant.Measurement,Sensor,Sensor,Leaf Sensor,Filter Sensor,Sensor,Sensor,Sensor,Sensor
2/14/2025 12:07 PM,Measurement 3,170.1,24.7,W25-1,W25,1,Wild,1,LPS4408,2302503,40.5,20.6,,,,
2/14/2025 12:08 PM,Measurement 3,95.4,24.8,W25-2,W25,1,Wild,2,LPS4408,2302503,29.0,13.8,,,,
2/14/2025 12:10 PM,Measurement 3,222.4,24.9,C26-1,C26,1,Sterilized,1,LPS4408,2302503,45.2,23.1,,,,
2/14/2025 12:11 PM,Measurement 3,83.4,24.9,C26-2,C26,1,Sterilized,2,LPS4408,2302503,26.1,12.0,,,,
2/14/2025 12:12 PM,Measurement 3,223.7,24.9,W26-1,W26,1,Wild,1,LPS4408,2302503,45.4,23.3,,,,
2/14/2025 12:14 PM,Measurement 3,254.5,24.9,W26-2,W26,1,Wild,2,LPS4408,2302503,47.4,24.0,,,,
2/14/2025 12:16 PM,Measurement 3,224.7,24.9,C27-1,C27,1,Sterilized,1,LPS4408,2302503,44.8,22.3,,,,
2/14/2025 12:17 PM,Measurement 3,176.1,24.8,C27-2,C27,1,Sterilized,2,LPS4408,2302503,40.4,20.0,,,,
2/14/2025 12:19 PM,Measurement 3,167.3,24.9,W27-1,W27,1,Wild,1,LPS4408,2302503,40.0,20.2,,,,
2/14/2025 12:22 PM,Measurement 3,344.0,24.8,W27-2,W27,1,Wild,2,LPS4408,2302503,52.0,26.1,,,,
2/14/2025 12:24 PM,Measurement 3,406.5,24.8,C32-1,C32,1,Sterilized,1,LPS4408,2302503,54.1,26.5,,,,
2/14/2025 12:26 PM,Measurement 3,216.2,25.0,C32-2,C32,1,Sterilized,2,LPS4408,2302503,44.3,22.2,,,,
2/14/2025 12:29 PM,Measurement 3,324.3,25.3,W32-1,W32,1,Wild,1,LPS4408,2302503,50.8,25.1,,,,
2/14/2025 12:30 PM,Measurement 3,205.9,25.4,W32-2,W32,1,Wild,2,LPS4408,2302503,43.6,22.0,,,,
2/14/2025 12:39 PM,Measurement 3,155.8,25.9,C36-1,C36,1,Sterilized,1,LPS4408,2302503,38.2,18.9,,,,
2/14/2025 12:40 PM,Measurement 3,135.7,26.0,C36-2,C36,1,Sterilized,2,LPS4408,2302503,36.2,18.2,,,,
2/14/2025 12:41 PM,Measurement 3,258.3,26.0,W36-1,W36,1,Wild,1,LPS4408,2302503,47.2,23.6,,,,
2/14/2025 12:43 PM,Measurement 3,146.1,26.0,W36-2,W36,1,Wild,2,LPS4408,2302503,37.2,18.5,,,,
2/14/2025 12:44 PM,Measurement 3,166.3,25.9,C41-1,C41,1,Sterilized,1,LPS4408,2302503,40.4,20.9,,,,
2/14/2025 12:47 PM,Measurement 3,209.8,26.0,C41-2,C41,1,Sterilized,2,LPS4408,2302503,43.6,21.7,,,,
2/14/2025 12:49 PM,Measurement 3,130.3,26.1,W41-1,W41,1,Wild,1,LPS4408,2302503,35.5,17.9,,,,
2/14/2025 12:50 PM,Measurement 3,146.1,26.1,W41-2,W41,1,Wild,2,LPS4408,2302503,37.5,18.9,,,,
2/14/2025 12:51 PM,Measurement 3,145.9,26.1,C42-1,C42,1,Sterilized,1,LPS4408,2302503,37.5,18.9,,,,
2/14/2025 12:53 PM,Measurement 3,222.5,26.1,C42-2,C42,1,Sterilized,2,LPS4408,2302503,45.4,23.4,,,,
2/14/2025 12:55 PM,Measurement 3,571.9,26.2,W42-1,W42,1,Wild,1,LPS4408,2302503,59.2,29.6,,,,
2/14/2025 1:00 PM,Measurement 3,263.3,26.0,W42-2,W42,1,Wild,2,LPS4408,2302503,47.5,23.7,,,,
2/14/2025 1:02 PM,Measurement 3,285.4,26.0,C43-1,C43,1,Sterilized,1,LPS4408,2302503,49.0,24.6,,,,
2/14/2025 1:04 PM,Measurement 3,263.1,26.0,C43-2,C43,1,Sterilized,2,LPS4408,2302503,47.6,23.8,,,,
2/14/2025 1:05 PM,Measurement 3,358.6,26.0,W43-1,W43,1,Wild,1,LPS4408,2302503,52.4,26.1,,,,
2/14/2025 2:45 PM,Measurement 3,223.5,22.1,W43-2,W43,1,Wild,2,LPS4408,1903301,50.2,25.1,,,,
2/14/2025 2:48 PM,Measurement 3,257.0,22.1,P01-1,P01,2,Potted,1,LPS4408,1903301,52.6,26.5,,,,
2/14/2025 2:50 PM,Measurement 3,197.9,22.1,P01-2,P01,2,Potted,2,LPS4408,1903301,48.4,24.5,,,,
2/14/2025 2:51 PM,Measurement 3,215.8,22.2,P02-1,P02,2,Potted,1,LPS4408,1903301,49.6,24.8,,,,
2/14/2025 2:53 PM,Measurement 3,134.2,22.3,P02-2,P02,2,Potted,2,LPS4408,1903301,41.7,21.0,,,,
2/14/2025 2:55 PM,Measurement 3,150.7,22.4,P04-1,P04,2,Potted,1,LPS4408,1903301,42.9,20.9,,,,
2/14/2025 2:56 PM,Measurement 3,280.2,22.6,P04-2,P04,2,Potted,2,LPS4408,1903301,54.2,27.7,,,,
2/14/2025 3:01 PM,Measurement 3,198.0,23.3,P07-1,P07,2,Potted,1,LPS4408,1903301,48.5,24.6,,,,
2/14/2025 3:02 PM,Measurement 3,159.5,23.5,P07-2,P07,2,Potted,2,LPS4408,1903301,44.5,22.2,,,,
2/14/2025 3:03 PM,Measurement 3,195.0,23.6,P10-1,P10,2,Potted,1,LPS4408,1903301,47.9,24.0,,,,
2/14/2025 3:05 PM,Measurement 3,142.4,23.7,P10-2,P10,2,Potted,2,LPS4408,1903301,42.8,21.7,,,,
2/14/2025 3:07 PM,Measurement 3,215.9,23.7,P11-1,P11,2,Potted,1,LPS4408,1903301,49.7,25.0,,,,
2/14/2025 3:08 PM,Measurement 3,150.1,23.8,P11-2,P11,2,Potted,2,LPS4408,1903301,43.3,21.5,,,,
2/14/2025 3:10 PM,Measurement 3,103.8,23.8,P14-1,P14,2,Potted,1,LPS4408,1903301,37.2,18.8,,,,
2/14/2025 3:11 PM,Measurement 3,46.9,23.9,P14-2,P14,2,Potted,2,LPS4408,1903301,22.1,10.1,,,,
2/14/2025 3:12 PM,Measurement 3,168.1,24.0,P17-1,P17,2,Potted,1,LPS4408,1903301,45.2,22.5,,,,
2/14/2025 3:14 PM,Measurement 3,184.8,24.0,P17-2,P17,2,Potted,2,LPS4408,1903301,46.9,23.5,,,,
2/14/2025 3:37 PM,Measurement 3,157.2,23.3,C45-1,C45,1,Sterilized,1,LPS4408,1903301,43.4,20.9,,,,
2/14/2025 3:38 PM,Measurement 3,112.7,23.0,C45-2,C45,1,Sterilized,2,LPS4408,1903301,38.3,19.1,,,,
2/14/2025 3:39 PM,Measurement 3,289.2,22.8,W45-1,W45,1,Wild,1,LPS4408,1903301,54.2,27.2,,,,
2/14/2025 3:42 PM,Measurement 3,261.6,22.3,W45-2,W45,1,Wild,2,LPS4408,1903301,52.9,26.7,,,,
2/14/2025 3:45 PM,Measurement 3,256.2,22.1,C50-1,C50,2,Sterilized,1,LPS4408,1903301,52.6,26.5,,,,
2/14/2025 3:48 PM,Measurement 3,123.5,22.1,C50-2,C50,2,Sterilized,2,LPS4408,1903301,40.2,20.2,,,,
2/14/2025 3:49 PM,Measurement 3,76.0,22.2,W50-1,W50,2,Wild,1,LPS4408,1903301,31.7,16.0,,,,
2/14/2025 3:51 PM,Measurement 3,127.0,22.2,W50-2,W50,2,Wild,2,LPS4408,1903301,40.7,20.4,,,,
2/14/2025 3:53 PM,Measurement 3,209.1,22.3,C57-1,C57,2,Sterilized,1,LPS4408,1903301,49.8,25.6,,,,
2/14/2025 3:55 PM,Measurement 3,80.4,22.4,C57-2,C57,2,Sterilized,2,LPS4408,1903301,32.9,16.7,,,,
2/14/2025 3:56 PM,Measurement 3,170.7,22.4,W57-1,W57,2,Wild,1,LPS4408,1903301,46.2,23.5,,,,
2/14/2025 3:58 PM,Measurement 3,182.2,22.5,W57-2,W57,2,Wild,2,LPS4408,1903301,46.5,23.0,,,,
2/14/2025 3:59 PM,Measurement 3,109.7,22.6,C67-1,C67,2,Sterilized,1,LPS4408,1903301,38.5,19.7,,,,
2/14/2025 4:01 PM,Measurement 3,159.3,22.6,C67-2,C67,2,Sterilized,2,LPS4408,1903301,44.6,22.4,,,,
2/14/2025 4:02 PM,Measurement 3,108.0,22.7,W67-1,W67,2,Wild,1,LPS4408,1903301,38.5,19.9,,,,
2/14/2025 4:04 PM,Measurement 3,67.4,22.7,W67-2,W67,2,Wild,2,LPS4408,1903301,28.6,13.7,,,,
2/25/2025 10:37 AM,Measurement 4,326.2,20.6,C14-1,C14,1,Sterilized,1,LPS4408,1803102,55.2,27.1,,,,
2/25/2025 10:40 AM,Measurement 4,124.6,20.9,C14-2,C14,1,Sterilized,2,LPS4408,1803102,40.0,20.2,,,,
2/25/2025 10:41 AM,Measurement 4,106.8,21.1,W14-1,W14,1,Wild,1,LPS4408,1803102,37.4,19.0,,,,
2/25/2025 10:45 AM,Measurement 4,93.5,21.5,W14-2,W14,1,Wild,2,LPS4408,1803102,34.6,17.2,,,,
2/25/2025 10:50 AM,Measurement 4,121.3,21.6,C20-1,C20,1,Sterilized,1,LPS4408,1803102,39.6,20.1,,,,
2/25/2025 10:52 AM,Measurement 4,108.6,21.7,C20-2,C20,1,Sterilized,2,LPS4408,1803102,37.4,18.8,,,,
2/25/2025 10:54 AM,Measurement 4,89.0,21.8,W20-1,W20,1,Wild,1,LPS4408,1803102,34.2,17.4,,,,
2/25/2025 10:56 AM,Measurement 4,77.2,21.9,W20-2,W20,1,Wild,2,LPS4408,1803102,31.1,15.4,,,,
2/25/2025 10:58 AM,Measurement 4,76.1,22.0,C27-1,C27,1,Sterilized,1,LPS4408,1803102,30.8,15.1,,,,
2/25/2025 11:00 AM,Measurement 4,46.3,22.1,C27-2,C27,1,Sterilized,2,LPS4408,1803102,22.5,11.0,,,,
2/25/2025 11:03 AM,Measurement 4,47.4,22.0,W27-1,W27,1,Wild,1,LPS4408,1803102,23.8,12.2,,,,
2/25/2025 11:06 AM,Measurement 4,105.0,21.9,W27-2,W27,1,Wild,2,LPS4408,1803102,38.1,20.2,,,,
2/25/2025 11:08 AM,Measurement 4,75.6,22.1,C41-1,C41,1,Sterilized,1,LPS4408,1803102,31.3,15.9,,,,
2/25/2025 11:09 AM,Measurement 4,113.6,22.2,C41-2,C41,1,Sterilized,2,LPS4408,1803102,37.6,18.4,,,,
2/25/2025 11:11 AM,Measurement 4,79.8,22.3,W41-1,W41,1,Wild,1,LPS4408,1803102,31.4,15.3,,,,
2/25/2025 11:13 AM,Measurement 4,138.6,22.5,W41-2,W41,1,Wild,2,LPS4408,1803102,41.6,20.8,,,,
2/25/2025 11:16 AM,Measurement 4,96.2,22.8,C44-1,C44,1,Sterilized,1,LPS4408,1803102,34.8,17.1,,,,
2/25/2025 11:46 AM,Measurement 4,66.8,24.5,C44-2,C44,1,Sterilized,2,LPS4408,2402804,25.8,12.8,,,,
2/25/2025 11:47 AM,Measurement 4,131.4,24.5,W44-1,W44,1,Wild,1,LPS4408,2402804,37.7,19.0,,,,
2/25/2025 11:49 AM,Measurement 4,162.7,24.5,W44-2,W44,1,Wild,2,LPS4408,2402804,41.6,21.0,,,,
2/25/2025 11:52 AM,Measurement 4,91.6,24.3,C46-1,C46,2,Sterilized,1,LPS4408,2402804,29.6,13.6,,,,
2/25/2025 11:55 AM,Measurement 4,167.8,24.3,C46-2,C46,2,Sterilized,2,LPS4408,2402804,41.8,20.9,,,,
2/25/2025 11:57 AM,Measurement 4,175.0,24.3,W46-1,W46,2,Wild,1,LPS4408,2402804,41.9,20.3,,,,
2/25/2025 11:59 AM,Measurement 4,95.6,24.2,W46-2,W46,2,Wild,2,LPS4408,2402804,31.9,15.9,,,,
2/25/2025 12:21 PM,Measurement 4,122.6,22.4,C57-1,C57,2,Sterilized,1,LPS4408,2402804,35.9,17.6,,,,
2/25/2025 12:23 PM,Measurement 4,68.8,22.3,C57-2,C57,2,Sterilized,2,LPS4408,2402804,24.9,11.3,,,,
2/25/2025 12:25 PM,Measurement 4,93.6,22.2,W57-1,W57,2,Wild,1,LPS4408,2402804,32.0,16.2,,,,
2/25/2025 12:27 PM,Measurement 4,89.6,22.2,W57-2,W57,2,Wild,2,LPS4408,2402804,30.5,15.0,,,,
2/25/2025 12:30 PM,Measurement 4,71.4,22.2,C58-1,C58,2,Sterilized,1,LPS4408,2402804,26.7,13.0,,,,
2/25/2025 12:31 PM,Measurement 4,183.2,22.2,C58-2,C58,2,Sterilized,2,LPS4408,2402804,43.8,22.1,,,,
2/25/2025 12:32 PM,Measurement 4,210.7,22.2,W58-1,W58,2,Wild,1,LPS4408,2402804,46.1,23.2,,,,
2/25/2025 12:34 PM,Measurement 4,81.6,22.2,W58-2,W58,2,Wild,2,LPS4408,2402804,28.9,14.1,,,,
2/25/2025 12:36 PM,Measurement 4,255.7,22.2,C61-1,C61,2,Sterilized,1,LPS4408,2402804,48.7,24.0,,,,
2/25/2025 12:38 PM,Measurement 4,160.9,22.1,C61-2,C61,2,Sterilized,2,LPS4408,2402804,40.9,20.2,,,,
2/25/2025 12:41 PM,Measurement 4,186.9,22.0,W61-1,W61,2,Wild,1,LPS4408,2402804,44.3,22.5,,,,
2/25/2025 12:44 PM,Measurement 4,155.2,22.0,W61-2,W61,2,Wild,2,LPS4408,2402804,40.7,20.5,,,,
2/25/2025 12:51 PM,Measurement 4,177.7,22.6,P01-1,P01,2,Potted,1,LPS4408,2402804,42.9,21.3,,,,
2/25/2025 12:52 PM,Measurement 4,158.2,22.5,P01-2,P01,2,Potted,2,LPS4408,2402804,40.8,20.2,,,,
2/25/2025 12:55 PM,Measurement 4,77.0,22.5,P04-1,P04,2,Potted,1,LPS4408,2402804,26.1,11.5,,,,
2/25/2025 12:56 PM,Measurement 4,60.8,22.5,P04-2,P04,2,Potted,2,LPS4408,2402804,22.6,10.0,,,,
2/25/2025 12:58 PM,Measurement 4,102.7,22.6,P05-1,P05,2,Potted,1,LPS4408,2402804,32.9,16.1,,,,
2/25/2025 12:59 PM,Measurement 4,218.2,22.7,P05-2,P05,2,Potted,2,LPS4408,2402804,44.8,20.8,,,,
2/25/2025 1:04 PM,Measurement 4,114.1,23.4,P06-1,P06,2,Potted,1,LPS4408,2402804,35.1,17.5,,,,
2/25/2025 1:05 PM,Measurement 4,234.9,23.6,P06-2,P06,2,Potted,2,LPS4408,2402804,47.3,23.2,,,,
2/25/2025 1:07 PM,Measurement 4,129.4,23.9,P10-1,P10,2,Potted,1,LPS4408,2402804,37.4,18.8,,,,
2/25/2025 1:08 PM,Measurement 4,202.5,24.0,P10-2,P10,2,Potted,2,LPS4408,2402804,43.8,20.8,,,,
2/25/2025 1:10 PM,Measurement 4,182.3,24.1,P11-1,P11,2,Potted,1,LPS4408,2402804,43.1,21.3,,,,
2/25/2025 1:12 PM,Measurement 4,138.4,24.1,P11-2,P11,2,Potted,2,LPS4408,2402804,38.5,19.3,,,,
2/25/2025 1:15 PM,Measurement 4,191.3,24.2,P13-1,P13,2,Potted,1,LPS4408,2402804,43.9,21.7,,,,
2/25/2025 1:16 PM,Measurement 4,114.6,24.2,P13-2,P13,2,Potted,2,LPS4408,2402804,34.3,16.5,,,,
2/25/2025 1:19 PM,Measurement 4,231.9,24.2,P16-1,P16,2,Potted,1,LPS4408,2402804,47.5,23.8,,,,
2/25/2025 1:20 PM,Measurement 4,193.3,24.2,P16-2,P16,2,Potted,2,LPS4408,2402804,44.9,23.0,,,,
2/25/2025 1:22 PM,Measurement 4,182.8,24.2,P17-1,P17,2,Potted,1,LPS4408,2402804,43.4,21.7,,,,
2/25/2025 1:23 PM,Measurement 4,127.1,24.3,P17-2,P17,2,Potted,2,LPS4408,2402804,37.6,19.3,,,,
2/25/2025 1:36 PM,Measurement 4,181.2,23.5,C67-1,C67,2,Sterilized,1,LPS4408,2402804,42.5,20.6,,,,
2/25/2025 1:37 PM,Measurement 4,103.2,23.4,C67-2,C67,2,Sterilized,2,LPS4408,2402804,33.5,16.9,,,,
2/25/2025 1:39 PM,Measurement 4,108.5,23.3,W67-1,W67,2,Wild,1,LPS4408,2402804,34.8,17.8,,,,
2/25/2025 1:40 PM,Measurement 4,122.3,23.2,W67-2,W67,2,Wild,2,LPS4408,2402804,36.7,18.6,,,,
2/25/2025 1:42 PM,Measurement 4,212.2,23.1,C69-1,C69,2,Sterilized,1,LPS4408,2402804,45.7,22.5,,,,
2/25/2025 1:43 PM,Measurement 4,239.7,23.1,C69-2,C69,2,Sterilized,2,LPS4408,2402804,47.1,22.7,,,,
2/25/2025 1:48 PM,Measurement 4,227.2,22.9,C77-1,C77,2,Sterilized,1,LPS4408,2402804,46.1,22.1,,,,
2/25/2025 1:51 PM,Measurement 4,192.5,23.0,C77-2,C77,2,Sterilized,2,LPS4408,2402804,43.2,20.6,,,,
2/25/2025 1:52 PM,Measurement 4,154.3,23.0,W69-1,W69,2,Wild,1,LPS4408,2402804,39.3,18.6,,,,
2/25/2025 1:54 PM,Measurement 4,208.9,23.2,W69-2,W69,2,Wild,2,LPS4408,2402804,45.8,23.0,,,,
2/25/2025 1:56 PM,Measurement 4,153.8,23.3,W77-1,W77,2,Wild,1,LPS4408,2402804,40.5,20.4,,,,
2/25/2025 1:57 PM,Measurement 4,166.3,23.5,W77-2,W77,2,Wild,2,LPS4408,2402804,40.5,19.1,,,,
2/25/2025 1:59 PM,Measurement 4,98.7,23.6,C80-1,C80,2,Sterilized,1,LPS4408,2402804,32.0,15.6,,,,
2/25/2025 2:00 PM,Measurement 4,159.3,23.7,C80-2,C80,2,Sterilized,2,LPS4408,2402804,41.0,20.5,,,,
2/25/2025 2:02 PM,Measurement 4,163.3,23.8,W80-1,W80,2,Wild,1,LPS4408,2402804,42.1,21.6,,,,
2/25/2025 2:08 PM,Measurement 4,132.0,24.4,W80-2,W80,2,Wild,2,LPS4408,2402804,38.1,19.5,,,,
2/25/2025 2:24 PM,Measurement 4,75.5,24.6,C83-1,C83,2,Sterilized,1,LPS4408,2402903,28.5,14.2,,,,
2/25/2025 2:26 PM,Measurement 4,116.7,24.6,C83-2,C83,2,Sterilized,2,LPS4408,2402903,35.7,17.6,,,,
2/25/2025 2:27 PM,Measurement 4,49.7,24.5,W83-1,W83,2,Wild,1,LPS4408,2402903,20.8,9.7,,,,
2/25/2025 2:29 PM,Measurement 4,82.8,24.6,W83-2,W83,2,Wild,2,LPS4408,2402903,29.8,14.6,,,,
2/25/2025 2:30 PM,Measurement 4,136.3,24.6,C86-1,C86,2,Sterilized,1,LPS4408,2402903,39.1,19.8,,,,
2/25/2025 2:31 PM,Measurement 4,262.5,24.5,C86-2,C86,2,Sterilized,2,LPS4408,2402903,48.9,23.4,,,,
2/25/2025 2:33 PM,Measurement 4,169.0,24.4,W86-1,W86,2,Wild,1,LPS4408,2402903,42.4,21.0,,,,
2/25/2025 2:34 PM,Measurement 4,80.1,24.3,W86-2,W86,2,Wild,2,LPS4408,2402903,28.2,13.2,,,,
3/18/2025 12:45 PM,Measurement 5,147.1,37.3,P04-1,P04,2,Potted,1,LPS4408,2402903,39.6,19.9,,,,
3/18/2025 12:46 PM,Measurement 5,213.1,36.5,P04-2,P04,2,Potted,2,LPS4408,2402903,45.4,22.3,,,,
3/18/2025 12:48 PM,Measurement 5,108.0,35.9,P05-1,P05,2,Potted,1,LPS4408,2402903,34.7,17.8,,,,
3/18/2025 12:49 PM,Measurement 5,168.1,34.6,P05-2,P05,2,Potted,2,LPS4408,2402903,41.4,20.2,,,,
3/18/2025 12:52 PM,Measurement 5,67.4,33.7,P10-1,P10,2,Potted,1,LPS4408,2402903,24.1,10.6,,,,
3/18/2025 12:53 PM,Measurement 5,100.3,33.2,P10-2,P10,2,Potted,2,LPS4408,2402903,33.0,16.6,,,,
3/18/2025 12:54 PM,Measurement 5,42.0,32.8,P11-1,P11,2,Potted,1,LPS4408,2402903,18.4,8.7,,,,
3/18/2025 12:55 PM,Measurement 5,48.3,32.2,P11-2,P11,2,Potted,2,LPS4408,2402903,20.5,9.8,,,,
3/18/2025 12:56 PM,Measurement 5,31.1,31.6,P13-1,P13,2,Potted,1,LPS4408,2402903,14.6,6.9,,,,
3/18/2025 12:57 PM,Measurement 5,41.9,31.2,P13-2,P13,2,Potted,2,LPS4408,2402903,18.8,9.2,,,,
3/18/2025 12:59 PM,Measurement 5,129.5,30.7,P14-1,P14,2,Potted,1,LPS4408,2402903,36.7,17.7,,,,
3/18/2025 1:00 PM,Measurement 5,77.9,30.5,P14-2,P14,2,Potted,2,LPS4408,2402903,28.9,14.6,,,,
3/18/2025 1:02 PM,Measurement 5,59.9,30.3,P16-1,P16,2,Potted,1,LPS4408,2402903,24.3,12.0,,,,
3/18/2025 1:03 PM,Measurement 5,88.3,29.9,P16-2,P16,2,Potted,2,LPS4408,2402903,31.5,16.2,,,,
3/18/2025 1:05 PM,Measurement 5,35.1,29.6,P17-1,P17,2,Potted,1,LPS4408,2402903,16.6,8.1,,,,
3/18/2025 1:06 PM,Measurement 5,29.1,29.4,P17-2,P17,2,Potted,2,LPS4408,2402903,14.3,7.0,,,,
3/18/2025 1:07 PM,Measurement 5,60.1,29.2,P18-1,P18,2,Potted,1,LPS4408,2402903,24.3,12.0,,,,
3/18/2025 1:08 PM,Measurement 5,140.4,29.0,P18-2,P18,2,Potted,2,LPS4408,2402903,38.5,18.8,,,,
3/18/2025 1:10 PM,Measurement 5,71.2,28.3,C06-1,C06,1,Sterilized,1,LPS4408,2402903,27.3,13.6,,,,
3/18/2025 1:12 PM,Measurement 5,59.2,28.1,C06-2,C06,1,Sterilized,2,LPS4408,2402903,23.8,11.5,,,,
3/18/2025 1:13 PM,Measurement 5,32.9,28.0,W06-1,W06,1,Wild,1,LPS4408,2402903,15.2,7.0,,,,
3/18/2025 1:14 PM,Measurement 5,27.0,27.8,W06-2,W06,1,Wild,2,LPS4408,2402903,13.2,6.2,,,,
3/18/2025 1:16 PM,Measurement 5,79.9,27.7,C12-1,C12,1,Sterilized,1,LPS4408,2402903,29.0,14.3,,,,
3/18/2025 1:17 PM,Measurement 5,64.8,27.7,C12-2,C12,1,Sterilized,2,LPS4408,2402903,25.3,12.3,,,,
3/18/2025 1:20 PM,Measurement 5,26.0,27.8,W12-1,W12,1,Wild,1,LPS4408,2402903,11.8,4.9,,,,
3/18/2025 1:21 PM,Measurement 5,27.5,27.8,W12-2,W12,1,Wild,2,LPS4408,2402903,12.4,5.2,,,,
3/18/2025 1:23 PM,Measurement 5,26.4,28.1,C14-1,C14,1,Sterilized,1,LPS4408,2402903,13.3,6.5,,,,
3/18/2025 1:24 PM,Measurement 5,163.3,28.4,C14-2,C14,1,Sterilized,2,LPS4408,2402903,42.5,21.9,,,,
3/18/2025 1:29 PM,Measurement 5,39.5,30.3,W14-1,W14,1,Wild,1,LPS4408,2402903,17.7,8.4,,,,
3/18/2025 1:31 PM,Measurement 5,35.5,30.4,W14-2,W14,1,Wild,2,LPS4408,2402903,16.4,7.8,,,,
3/18/2025 1:32 PM,Measurement 5,70.7,30.4,C17-1,C17,1,Sterilized,1,LPS4408,2402903,28.2,14.8,,,,
3/18/2025 1:35 PM,Measurement 5,30.8,30.3,C17-2,C17,1,Sterilized,2,LPS4408,2402903,15.5,7.8,,,,
3/18/2025 1:36 PM,Measurement 5,57.3,30.2,W17-1,W17,1,Wild,1,LPS4408,2402903,24.1,12.3,,,,
3/18/2025 1:38 PM,Measurement 5,35.1,30.1,W17-2,W17,1,Wild,2,LPS4408,2402903,17.0,8.6,,,,
3/18/2025 1:42 PM,Measurement 5,35.7,30.0,C30-1,C30,1,Sterilized,1,LPS4408,2402903,16.6,8.0,,,,
3/18/2025 1:43 PM,Measurement 5,262.5,29.9,C30-2,C30,1,Sterilized,2,LPS4408,2402903,50.2,25.6,,,,
3/18/2025 1:45 PM,Measurement 5,26.7,29.6,W30-1,W30,1,Wild,1,LPS4408,2402903,12.2,5.2,,,,
3/18/2025 1:46 PM,Measurement 5,90.5,29.4,W30-2,W30,1,Wild,2,LPS4408,2402903,31.9,16.4,,,,
3/18/2025 1:48 PM,Measurement 5,70.4,29.0,C34-1,C34,1,Sterilized,1,LPS4408,2402903,27.9,14.5,,,,
3/18/2025 1:49 PM,Measurement 5,58.1,28.8,C34-2,C34,1,Sterilized,2,LPS4408,2402903,24.0,11.9,,,,
3/18/2025 1:51 PM,Measurement 5,73.1,28.5,W34-1,W34,1,Wild,1,LPS4408,2402903,27.9,14.0,,,,
3/18/2025 1:54 PM,Measurement 5,37.5,28.2,W34-2,W34,1,Wild,2,LPS4408,2402903,17.5,8.5,,,,
3/18/2025 1:56 PM,Measurement 5,22.8,28.1,C42-1,C42,1,Sterilized,1,LPS4408,2402903,11.6,5.6,,,,
3/18/2025 1:57 PM,Measurement 5,48.5,28.1,C42-2,C42,1,Sterilized,2,LPS4408,2402903,21.3,10.6,,,,
3/18/2025 1:58 PM,Measurement 5,58.2,28.1,W42-1,W42,1,Wild,1,LPS4408,2402903,24.4,12.4,,,,
3/18/2025 1:59 PM,Measurement 5,79.7,28.2,W42-2,W42,1,Wild,2,LPS4408,2402903,29.8,15.2,,,,
3/18/2025 2:01 PM,Measurement 5,186.2,28.2,C43-1,C43,1,Sterilized,1,LPS4408,2402903,45.5,24.0,,,,
3/18/2025 2:05 PM,Measurement 5,89.3,27.5,C43-2,C43,1,Sterilized,2,LPS4408,2402903,31.2,15.6,,,,
3/18/2025 2:06 PM,Measurement 5,118.0,27.5,W43-1,W43,1,Wild,1,LPS4408,2402903,36.4,18.5,,,,
3/18/2025 2:09 PM,Measurement 5,103.5,27.6,W43-2,W43,1,Wild,2,LPS4408,2402903,33.8,16.9,,,,
3/18/2025 2:11 PM,Measurement 5,52.3,27.6,C59-1,C59,2,Sterilized,1,LPS4408,2402903,21.3,9.9,,,,
3/18/2025 2:13 PM,Measurement 5,89.9,27.5,C59-2,C59,2,Sterilized,2,LPS4408,2402903,30.2,14.3,,,,
3/18/2025 2:14 PM,Measurement 5,39.4,27.4,W59-1,W59,2,Wild,1,LPS4408,2402903,18.1,8.8,,,,
3/18/2025 2:24 PM,Measurement 5,27.6,26.6,W59-2,W59,2,Wild,2,LPS4408,2402903,12.9,5.7,,,,
3/18/2025 2:25 PM,Measurement 5,38.9,26.5,C61-1,C61,2,Sterilized,1,LPS4408,2402903,18.0,8.8,,,,
3/18/2025 2:26 PM,Measurement 5,86.1,26.5,C61-2,C61,2,Sterilized,2,LPS4408,2402903,30.8,15.5,,,,
3/18/2025 2:28 PM,Measurement 5,37.1,26.4,W61-1,W61,2,Wild,1,LPS4408,2402903,16.9,7.9,,,,
3/18/2025 2:29 PM,Measurement 5,115.9,26.5,W61-2,W61,2,Wild,2,LPS4408,2402903,36.4,18.7,,,,
3/18/2025 2:31 PM,Measurement 5,34.6,26.4,C66-1,C66,2,Sterilized,1,LPS4408,2402903,16.5,8.1,,,,
3/18/2025 2:32 PM,Measurement 5,40.7,26.5,C66-2,C66,2,Sterilized,2,LPS4408,2402903,18.9,9.4,,,,
3/18/2025 2:33 PM,Measurement 5,53.2,26.5,W66-1,W66,2,Wild,1,LPS4408,2402903,22.1,10.6,,,,
3/18/2025 2:34 PM,Measurement 5,79.7,26.5,W66-2,W66,2,Wild,2,LPS4408,2402903,29.9,15.3,,,,
3/18/2025 2:36 PM,Measurement 5,41.7,26.5,C74-1,C74,2,Sterilized,1,LPS4408,2402903,19.4,9.7,,,,
3/18/2025 2:39 PM,Measurement 5,22.5,26.5,C74-2,C74,2,Sterilized,2,LPS4408,2402903,10.9,4.8,,,,
3/18/2025 2:40 PM,Measurement 5,35.6,26.5,W74-1,W74,2,Wild,1,LPS4408,2402903,17.1,8.4,,,,
