,Isolate.ID,Project,Primary.ioslation.date,Date.Extracted.x,Date,Location,Current.Isolate.Status,Phytophthora.likely.x,Morphology,Species,Ready.to.Extract,Media,Backup.Location,Notes.x,Sample.Extraction.Number,Sample.Number..Soil.or.Tissue.,Secondary.Isolation.Number,Sample.Substrate,Priority,Date.Extracted.y,Extraction.Kit,Qubit..ng.ul.,Notes.y,PCR.Amplification.Date,Successful.Amplification.,Tentative.Results..Internal.NCBI.Oomcycete.including.voucher.blast.,Genus,Oomycete,Sample,Isolate Number,Collection.Date,iNat.User,url,place_guess,latitude,longitude,scientific_name,common_name,plant.health.condition,plant.symptom,Dieback.percent,site.type,site.area.disturbance.level,site.hydrology,site.location.description,slope.position,percent.of.plants..of.same.species..affected.within.sight....,regeneration.present.,soil.sample.number,Phytophthora.likely.y,Notes,Notes.Extra
41,FZJ024-2 Soil,Swordfern Soil Bait Isolates,4/10/25,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,,,unknown,no,PARPHV8,,,,FZJ024,2,Soil,,6/4/25,Prepman,NA,appears contaminated,,,,,,FZJ024,2 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259453708,"Blakely Harbor, Bainbridge Island, WA, US",47.59663,-122.524,Polystichum munitum,western sword fern,Poor,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Inside a forest canopy,Lower slope,10,Yes there are new plants,fort ward site 2,,,
42,FZJ026-1 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 4,Globisporangium debaryanum,yes,V8B,,,FHL0120,FZJ026,1,Soil,,4/29/25,Prepman,8.59,,6/10/25,y,Globisporangium debaryanum,Globisporangium,Oomycete,FZJ026,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259453710,"Blakely Harbor, Bainbridge Island, WA, US",47.59663,-122.524,Polystichum munitum,western sword fern,Dead,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Inside a forest canopy,Lower slope,10,Yes there are new plants,fort ward site 2,,"No roots, soil sample only",
43,FZJ026-2 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium debaryanum,yes,V8B,,,FHL0121,FZJ026,2,Soil,,4/29/25,Prepman,7.59,,6/10/25,y,Globisporangium debaryanum,Globisporangium,Oomycete,FZJ026,2 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259453710,"Blakely Harbor, Bainbridge Island, WA, US",47.59663,-122.524,Polystichum munitum,western sword fern,Dead,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Inside a forest canopy,Lower slope,10,Yes there are new plants,fort ward site 2,,"No roots, soil sample only",
44,FZJ026-3 Soil,Swordfern Soil Bait Isolates,4/14/25,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium debaryanum,yes,V8B,,,FHL0122,FZJ026,3,Soil,,4/29/25,Prepman,4.19,,6/10/25,y,Globisporangium debaryanum,Globisporangium,Oomycete,FZJ026,3 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259453710,"Blakely Harbor, Bainbridge Island, WA, US",47.59663,-122.524,Polystichum munitum,western sword fern,Dead,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Inside a forest canopy,Lower slope,10,Yes there are new plants,fort ward site 2,,"No roots, soil sample only",
45,FZJ028-1 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium intermedium,yes,V8B,,,FHL0123,FZJ028,1,Soil,,4/29/25,Prepman,9.22,,6/10/25,y,Globisporangium intermedium,Globisporangium,Oomycete,FZJ028,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259459909,"Blakely Harbor, Bainbridge Island, WA, US",47.59651,-122.523,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),45,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,70,Yes there are new plants,fort ward site 3,,,
46,FZJ030-1 Soil,Swordfern Soil Bait Isolates,4/10/25,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium debaryanum,yes,V8B,,,FHL0124,FZJ030,1,Soil,,4/29/25,Prepman,6.64,,6/10/25,y,Globisporangium debaryanum,Globisporangium,Oomycete,FZJ030,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259459911,"Blakely Harbor, Bainbridge Island, WA, US",47.59651,-122.523,Polystichum munitum,western sword fern,Dead,Multiple Symptoms (Please describe in Notes),45,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,70,Yes there are new plants,fort ward site 3,,"No roots, soil sample only",
47,FZJ032-1 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Phytophthora syringae,yes,V8B,.,,FHL0125,FZJ032,1,Soil,,4/29/25,Prepman,2.14,,5/20/25,y,Phytophthora syringae,Phytophthora,Oomycete,FZJ032,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259460146,"Bainbridge Island, Bainbridge Island, WA, US",47.59815,-122.519,Polystichum munitum,western sword fern,Poor,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Top of slope,30,Yes there are new plants,blakely cemetery  site 1,,,
48,FZJ032-2 Soil,Swordfern Soil Bait Isolates,4/14/25,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium intermedium,yes,V8B,,,FHL0126,FZJ032,2,Soil,,4/29/25,Prepman,8.14,,6/10/25,y,Globisporangium intermedium,Globisporangium,Oomycete,FZJ032,2 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259460146,"Bainbridge Island, Bainbridge Island, WA, US",47.59815,-122.519,Polystichum munitum,western sword fern,Poor,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Top of slope,30,Yes there are new plants,blakely cemetery  site 1,,,
49,FZJ033-1 Soil,Swordfern Soil Bait Isolates,4/10/25,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,,,Pythium attrantheridium,no,PARPHV8,,,FHL0239,FZJ033,1,Soil,,6/4/25,Prepman,0.812,,6/12/25,,Pythium attrantheridium,Pythium,Oomycete,FZJ033,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259460147,"Bainbridge Island, Bainbridge Island, WA, US",47.59815,-122.519,Polystichum munitum,western sword fern,Dead,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Top of slope,30,Yes there are new plants,blakely cemetery  site 1,,"No roots, soil sample only",
50,FZJ034-1 Soil,Swordfern Soil Bait Isolates,4/10/25,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ034,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259460148,"Bainbridge Island, Bainbridge Island, WA, US",47.59815,-122.519,Polystichum munitum,western sword fern,Poor,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Top of slope,30,Yes there are new plants,blakely cemetery  site 1,,,
51,FZJ034-2 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Mortierella,yes,V8B,,,FHL0127,FZJ034,2,Soil,,4/29/25,Prepman,9.93,,"5/20/2025, 5/22/25",y,,,Fungi,FZJ034,2 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259460148,"Bainbridge Island, Bainbridge Island, WA, US",47.59815,-122.519,Polystichum munitum,western sword fern,Poor,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Top of slope,30,Yes there are new plants,blakely cemetery  site 1,,,
52,FZJ036-1 Soil,Swordfern Soil Bait Isolates,4/9/25,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium intermedium,yes,V8B,,,FHL0128,FZJ036,1,Soil,,4/29/25,Prepman,11.9,,6/10/25,y,Globisporangium intermedium,Globisporangium,Oomycete,FZJ036,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259462788,"Bainbridge Island, Bainbridge Island, WA, US",47.59892,-122.519,Polystichum munitum,western sword fern,Dead,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,15,Yes there are new plants,blakely cemetery trail site 2,,"No roots, soil sample only",
53,FZJ037-1 Soil,Swordfern Soil Bait Isolates,4/10/25,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 21,Globisporangium intermedium,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ037,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259462789,"Bainbridge Island, Bainbridge Island, WA, US",47.59892,-122.519,Polystichum munitum,western sword fern,Fair,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,15,Yes there are new plants,blakely cemetery trail site 2,,,
54,FZJ038-1 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 21,Globisporangium intermedium,yes,V8B,,,FHL0129,FZJ038,1,Soil,,4/29/25,Prepman,8.89,,6/10/25,y,Globisporangium intermedium,Globisporangium,Oomycete,FZJ038,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259462790,"Bainbridge Island, Bainbridge Island, WA, US",47.59892,-122.519,Polystichum munitum,western sword fern,Fair,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,15,Yes there are new plants,blakely cemetery trail site 2,,,
55,FZJ038-2 Soil,Swordfern Soil Bait Isolates,,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,Y,,Pythium attrantheridium,no,PARPHV8,,,FHL0225,FZJ038,2,Soil,,5/23/25,Prepman,10.5,,6/12/25,,Pythium attrantheridium,Pythium,Oomycete,FZJ038,2 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259462790,"Bainbridge Island, Bainbridge Island, WA, US",47.59892,-122.519,Polystichum munitum,western sword fern,Fair,Browning fronds,5,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,15,Yes there are new plants,blakely cemetery trail site 2,,,
56,FZJ040-1 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Phytophthora megasperma,yes,V8B,,,FHL0130,FZJ040,1,Soil,,4/29/25,Prepman,4.73,,6/10/25,y,Phytophthora megasperma,Phytophthora,Oomycete,FZJ040,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259781454,"Blakely Harbor, Bainbridge Island, WA, US",47.59738,-122.519,Polystichum munitum,western sword fern,Dead,Browning fronds,20,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,70,Yes there are new plants,blakely harbor site 1,Yes,"No roots, soil sample only",
57,FZJ041-1 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Elongisporangium anandrum ,yes,V8B,,,FHL0131,FZJ041,1,Soil,,4/29/25,Prepman,9.39,,6/10/25,y,Elongisporangium anandrum ,Elongisporangium,Oomycete,FZJ041,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259781454,"Blakely Harbor, Bainbridge Island, WA, US",47.59738,-122.519,Polystichum munitum,western sword fern,Poor,Browning fronds,20,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,70,Yes there are new plants,blakely harbor site 1,,"No roots, soil sample only",
58,FZJ041-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 5,Elongisporangium anandrum ,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ041,2 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259781454,"Blakely Harbor, Bainbridge Island, WA, US",47.59738,-122.519,Polystichum munitum,western sword fern,Poor,Browning fronds,20,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,70,Yes there are new plants,blakely harbor site 1,,"No roots, soil sample only",
59,FZJ042-1 Soil,Swordfern Soil Bait Isolates,4/10/25,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Elongisporangium anandrum ,yes,V8B,,,FHL0132,FZJ042,1,Soil,,4/29/25,Prepman,7.57,,6/10/25,y,Elongisporangium anandrum ,Elongisporangium,Oomycete,FZJ042,1 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259781454,"Blakely Harbor, Bainbridge Island, WA, US",47.59738,-122.519,Polystichum munitum,western sword fern,Poor,Browning fronds,20,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,70,Yes there are new plants,blakely harbor site 1,,"No roots, soil sample only",
60,FZJ042-2 Soil,Swordfern Soil Bait Isolates,4/11/25,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 5,Elongisporangium anandrum ,yes,V8B,,,FHL0133,FZJ042,2,Soil,,4/29/25,Prepman,9.99,,6/10/25,y,Elongisporangium anandrum ,Elongisporangium,Oomycete,FZJ042,2 Soil,1/24/25,figgywiggums,https://www.inaturalist.org/observations/259781454,"Blakely Harbor, Bainbridge Island, WA, US",47.59738,-122.519,Polystichum munitum,western sword fern,Poor,Browning fronds,20,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,70,Yes there are new plants,blakely harbor site 1,,"No roots, soil sample only",
61,FZJ043-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 22,Phytophthora plurivora,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ043,1 Soil,2/10/25,figgywiggums,https://www.inaturalist.org/observations/261274927,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.84846,-122.297,Polystichum munitum,western sword fern,Dead,Collapse of All Fronds,50,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,No Selection,"Mashel Falls, Site 1, Fern 2",Yes,Dying,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
62,FZJ044-1 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0134,FZJ044,1,Soil,,4/29/25,Prepman,5.68,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ044,1 Soil,2/10/25,figgywiggums,https://www.inaturalist.org/observations/261275929,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.84871,-122.297,Polystichum munitum,western sword fern,Dead,Collapse of All Fronds,3,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,No Selection,"Mashel Falls, Site 1, Fern3",,,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
63,FZJ044-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 6,Phytophthora plurivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ044,2 Soil,2/10/25,figgywiggums,https://www.inaturalist.org/observations/261275929,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.84871,-122.297,Polystichum munitum,western sword fern,Dead,Collapse of All Fronds,3,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,No Selection,"Mashel Falls, Site 1, Fern3",,,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
64,FZJ044-3 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 6,Phytophthora plurivora,yes,V8B,.,,FHL0135,FZJ044,3,Soil,,4/29/25,Prepman,1.89,,5/20/25,y,Phytophthora plurivora,Phytophthora,Oomycete,FZJ044,3 Soil,2/10/25,figgywiggums,https://www.inaturalist.org/observations/261275929,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.84871,-122.297,Polystichum munitum,western sword fern,Dead,Collapse of All Fronds,3,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,No Selection,"Mashel Falls, Site 1, Fern3",,,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
65,FZJ044-4 Soil,Swordfern Soil Bait Isolates,4/11/25,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ044,4 Soil,2/10/25,figgywiggums,https://www.inaturalist.org/observations/261275929,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.84871,-122.297,Polystichum munitum,western sword fern,Dead,Collapse of All Fronds,3,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,No Selection,"Mashel Falls, Site 1, Fern3",,,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
66,FZJ045-1 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Phytophthora plurivora,yes,V8B,.,,FHL0136,FZJ045,1,Soil,,4/29/25,Prepman,1.57,,5/20/25,y,Phytophthora plurivora,Phytophthora,Oomycete,FZJ045,1 Soil,2/10/25,figgywiggums,https://www.inaturalist.org/observations/261275929,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.84871,-122.297,Polystichum munitum,western sword fern,,Collapse of All Fronds,3,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,No Selection,"Mashel Falls, Site 1, Fern 4",,,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
67,FZJ045-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0137,FZJ045,2,Soil,,4/29/25,Prepman,9.52,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ045,2 Soil,2/10/25,figgywiggums,https://www.inaturalist.org/observations/261275929,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.84871,-122.297,Polystichum munitum,western sword fern,,Collapse of All Fronds,3,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,No Selection,"Mashel Falls, Site 1, Fern 4",,,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
68,FZJ045-3 Soil,Swordfern Soil Bait Isolates,4/11/25,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 22,Phytophthora plurivora,yes,V8B,.,,FHL0138,FZJ045,3,Soil,,4/29/25,Prepman,1,,5/20/25,y,Phytophthora plurivora,Phytophthora,Oomycete,FZJ045,3 Soil,2/10/25,figgywiggums,https://www.inaturalist.org/observations/261275929,"Four Hundred Sixty-Second Street East, Eatonville, WA, US",46.84871,-122.297,Polystichum munitum,western sword fern,,Collapse of All Fronds,3,Rural,"Medium (moderately used trails, etc)",No Selection,No Selection,No selection,35,No Selection,"Mashel Falls, Site 1, Fern 4",,,"***NOTE: While trying to download the iNat data ferns 2-3 didn't upload. I had to turn on the projecct again and the information was there, but once I uploaded it it all deleted so I am using Fern 1 conditions for all ferns like we would when just doing full site descriptions but using the photos to find dieback percetn"
69,FZJ046-1 Soil,Swordfern Soil Bait Isolates,4/9/25,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 7,Phytophthora occultans,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phytophthora occultans,Phytophthora,Oomycete,FZJ046,1 Soil,1/30/25,,,Zeeks Pizza,NA,NA,,,Dead,,NA,,,,,,NA,,,Yes,Fern stump,
70,FZJ047-1 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 23,Phytophthora occultans,yes,V8B,,,FHL0139,FZJ047,1,Soil,,4/29/25,Prepman,2.39,,6/10/25,y,Phytophthora occultans,Phytophthora,Oomycete,FZJ047,1 Soil,1/30/25,,,Zeeks Pizza,NA,NA,,,Dead,,NA,,,,,,NA,,,,Fern stump,
71,FZJ047-2 Soil,Swordfern Soil Bait Isolates,,4/29/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 7,Phytophthora occultans,yes,V8B,,,FHL0140,FZJ047,2,Soil,,4/29/25,Prepman,3.2,,6/10/25,y,Phytophthora occultans,Phytophthora,Oomycete,FZJ047,2 Soil,1/30/25,,,Zeeks Pizza,NA,NA,,,Dead,,NA,,,,,,NA,,,,Fern stump,
72,FZJ047-3 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 23,Phytophthora occultans,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phytophthora occultans,Phytophthora,Oomycete,FZJ047,3 Soil,1/30/25,,,Zeeks Pizza,NA,NA,,,Dead,,NA,,,,,,NA,,,,Fern stump,
73,FZJ049-1 Soil,Swordfern Soil Bait Isolates,4/9/25,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,unknown,yes,V8B,,not enough mycelia growth to extract,,FZJ049,1,Soil,,4/30/25,Prepman,NA,not enough mycelia growth to extract,,,,,,FZJ049,1 Soil,2/17/25,imontejano05,https://www.inaturalist.org/observations/262174091,"Morganmarsh Ln W, Seabeck, WA, US",47.55717,-122.88,Polystichum munitum,western sword fern,Good,No Selection,15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Other,Lower slope,15,Not Sure,Seabeck Site 1,,Fern 2,
74,FZJ051-1 Root,Swordfern Roots,,,3/17/25,Clean oomycetes on V8,final,,,mortierella,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ051,1 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262021905,"Morganmarsh Ln W, Seabeck, WA, US",47.55747,-122.881,Polystichum munitum,western sword fern,Good,Healthy,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,15,No there are not any new plants,seabeck site 2,,Fern 1,
75,FZJ051-2 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,"unknown, low quality sequence",N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ051,2 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262021905,"Morganmarsh Ln W, Seabeck, WA, US",47.55747,-122.881,Polystichum munitum,western sword fern,Good,Healthy,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,15,No there are not any new plants,seabeck site 2,,Fern 1,
76,FZJ052-1 Soil,Swordfern Soil Bait Isolates,,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0141,FZJ052,1,Soil,,4/30/25,Prepman,8.91,,6/10/25,y,Pythium attrantheridium,Pythium,Oomycete,FZJ052,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262021905,"Morganmarsh Ln W, Seabeck, WA, US",47.55747,-122.881,Polystichum munitum,western sword fern,Good,Healthy,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,15,No there are not any new plants,seabeck site 2,,Fern 2,
77,FZJ053-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 8,Pythium senticosum,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ053,1 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262021905,"Morganmarsh Ln W, Seabeck, WA, US",47.55747,-122.881,Polystichum munitum,western sword fern,Good,Healthy,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,15,No there are not any new plants,seabeck site 2,,Fern 3,
78,FZJ053-2 Soil,Swordfern Soil Bait Isolates,4/8/25,4/30/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 8,Pythium senticosum,yes,V8B,,,FHL0142,FZJ053,2,Soil,,4/30/25,Prepman,9.83,,6/10/25,y,Pythium senticosum,Pythium,Oomycete,FZJ053,2 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262021905,"Morganmarsh Ln W, Seabeck, WA, US",47.55747,-122.881,Polystichum munitum,western sword fern,Good,Healthy,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,15,No there are not any new plants,seabeck site 2,,Fern 3,
79,FZJ053-3 Soil,Swordfern Soil Bait Isolates,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ053,3 Soil,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262021905,"Morganmarsh Ln W, Seabeck, WA, US",47.55747,-122.881,Polystichum munitum,western sword fern,Good,Healthy,2,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Top of slope,15,No there are not any new plants,seabeck site 2,,Fern 3,
80,FZJ054-1 Root,Swordfern Roots,,4/30/25,3/17/25,Clean oomycetes on V8,final,,,unknown,N/A,V8,Clean oomycetes on V8,,,FZJ054,1,Root,,6/4/25,Prepman,NA,Not enough mycelia growth to extract,,,,,,FZJ054,1 Root,2/17/25,figgywiggums,https://www.inaturalist.org/observations/262023034,"Morganmarsh Ln W, Seabeck, WA, US",47.55708,-122.88,Polystichum munitum,western sword fern,Good,Collapse of Some Fronds,35,Rural,"Low - fairly natural, not much development",Upland or well drained,Forest edge,Riverbank,75,No there are not any new plants,seabeck site 3,,Fern 1,
